Pitch,Roll,Yaw,x,y,z
90.249577,89.176726,89.488049,1694.664574,296.435379,191.751294
90.145971,91.332619,91.201613,1777.941891,152.906022,192.033289
90.522080,90.248565,91.779330,118.610665,383.286824,208.752998
90.706109,91.155952,90.242200,1195.661893,382.953579,196.023684
90.976086,91.099538,89.985637,971.973223,540.257650,197.270216
89.781508,91.702542,89.655560,1657.731190,343.610872,190.005355
91.182416,87.222639,88.557175,902.639155,544.951924,192.674831
89.200606,90.328053,89.777311,903.012163,548.026679,199.042092
90.466627,89.447635,90.313624,669.518730,707.555768,194.847684
88.587057,90.730319,91.733482,1077.087469,307.881511,209.440324
89.642392,91.005440,88.538962,511.095403,478.447189,193.930333
89.119947,92.059683,90.878303,458.372693,191.018982,191.472982
89.658213,90.237617,89.572151,1291.390269,458.031834,190.279579
89.497916,90.217739,91.465019,283.732824,756.288026,195.329297
90.184859,91.886681,90.027042,887.218048,612.229253,208.378250
90.615646,90.515892,90.501378,1723.224793,687.044755,193.556503
89.757448,90.697316,90.241066,801.848495,162.980859,198.614662
90.522584,89.767395,89.042049,373.466468,654.940112,209.781277
90.895918,87.942969,89.210212,979.240060,700.081961,193.883342
89.893230,88.940654,91.273970,1695.638050,158.048383,194.011374
89.184472,90.522965,90.378245,1656.947658,359.931007,199.921758
88.433612,90.109531,88.731186,466.595937,806.831444,208.795750
89.604177,89.156613,89.494313,1081.854264,830.287574,192.324778
89.499262,89.493675,90.247890,615.190662,908.749914,208.848311
90.326062,91.125384,90.333382,406.943428,151.202368,199.226065
90.806419,90.963493,89.398966,1490.527877,349.202924,190.804281
89.460240,89.483998,89.296004,1348.493974,532.704667,194.841783
90.266977,88.544388,90.387504,1565.548650,648.440807,198.549021
89.779395,90.317074,91.531189,293.328931,631.794291,206.564289
90.291362,88.009250,88.078063,1487.532454,276.609855,205.814973
89.799088,87.730702,88.358746,701.383321,820.294532,193.864988
87.017582,89.312812,89.109031,1814.701853,423.932688,209.331381
90.453143,89.134301,91.094563,607.780865,801.570123,193.938962
89.909441,89.989711,90.926953,1036.097144,593.253720,197.950813
91.441841,89.209657,90.388700,636.323679,168.224601,190.043003
88.266709,90.128112,90.277580,233.194250,914.836974,196.597931
89.743905,90.229928,89.386204,1771.768214,669.072564,196.710951
89.668243,91.344876,91.907683,1119.654134,227.963957,208.495126
89.885893,89.291244,91.695814,1322.285750,866.394482,203.936909
89.387433,89.985152,90.766835,880.865171,880.624314,207.035782
90.673268,91.070176,91.697156,1670.004918,499.745134,204.368991
88.726526,89.630709,91.694216,1477.114590,310.965942,204.457809
91.811686,91.404010,91.686247,1715.403461,726.185600,195.480882
90.173947,89.806530,88.490149,1379.051081,475.169029,206.997805
90.073034,91.106487,91.308163,1134.722081,127.369400,199.057943
90.734554,90.293975,91.379892,1086.832063,519.947172,200.629778
90.044184,89.881939,89.262374,400.751621,961.691918,203.457389
89.238514,90.413198,90.646711,994.966728,774.416010,197.220738
90.592674,88.741601,88.400442,1242.941644,573.025380,199.422595
90.168257,90.981090,89.667654,245.096126,559.974550,203.540265
89.504467,91.711337,88.019387,1556.315325,881.376580,190.491390
90.226106,88.679099,90.773902,1497.910429,505.142174,194.868231
90.290871,91.395064,91.274968,994.650103,863.511504,197.994666
89.960353,91.530487,88.696734,328.707937,424.768889,197.536762
89.198695,89.124054,88.624593,1691.216857,679.689470,209.419961
89.264291,88.526123,91.626877,183.502840,411.114858,207.347413
91.153520,90.922414,88.333134,1660.323213,510.708612,197.714592
90.470916,90.706068,91.951482,196.897306,842.458895,203.041459
88.918476,88.474440,88.895513,223.663853,779.407594,200.303333
90.131604,89.052696,90.687006,1716.980830,646.258189,202.347220
89.391051,90.614857,90.815183,598.415792,279.472903,204.480272
89.373089,90.005640,90.667644,701.072542,499.803535,204.549935
90.396426,89.687462,91.307887,270.807218,543.548937,198.714384
89.773579,90.368490,90.512766,459.877524,578.567838,206.129108
89.865313,89.962702,88.668433,1436.612768,335.760968,198.202129
92.344875,88.272487,90.668724,1506.446262,884.008167,190.470367
88.780583,90.074550,90.429560,826.671253,718.868322,193.194918
89.875115,88.369142,91.879326,989.686770,619.122010,202.430322
89.266809,90.754758,89.100838,410.462327,500.531168,203.733779
90.030860,89.756144,91.787278,1191.647618,655.242294,208.355862
89.740470,90.381149,91.833773,1393.373739,592.815541,205.056904
89.976557,89.523755,91.460091,240.667383,219.638844,206.691576
89.839919,91.225619,89.200313,1491.124289,724.687524,208.507581
89.531106,89.742224,88.637793,953.796272,178.810547,199.055910
89.841836,89.808915,91.849001,1509.193010,430.560862,209.726580
89.932415,89.030995,90.097946,123.702630,764.708493,202.593990
90.651317,89.225503,91.125216,1277.830697,714.948643,190.782114
89.656410,89.684007,89.614594,981.156788,114.581411,192.866203
89.034592,92.081139,91.883513,680.854511,886.216950,199.633178
91.065186,89.877957,88.196291,1546.262449,206.863183,208.324418
88.151215,90.104010,89.738894,790.606650,835.286120,197.342363
89.770318,90.627125,91.226957,905.937335,191.825930,208.124267
90.002128,91.128602,90.415110,1741.111791,306.377617,196.320011
89.957037,88.807030,91.592663,1396.051063,288.496542,205.241490
90.857854,89.117310,91.370648,1625.141107,206.525093,201.477747
90.558886,89.437178,88.886557,1298.375658,619.556647,191.235840
89.636648,91.217918,88.896803,1099.486639,684.327114,198.112618
89.548964,90.160643,89.241791,1776.739972,645.358174,205.507320
89.987580,90.150292,89.779006,252.725680,567.945854,205.009216
90.676327,91.728972,89.164073,1697.531219,508.843595,190.754821
90.481853,90.089617,90.417474,1771.168778,966.311511,191.609056
89.027434,90.630574,91.429596,1623.478399,302.882764,207.980305
91.342940,89.844926,91.365792,1226.450889,187.103031,205.060406
90.336040,89.112485,89.494183,1397.040940,497.252131,201.698447
91.997595,89.591506,90.008471,1320.844863,897.819655,192.699647
90.058045,89.473848,90.136288,1670.689793,808.935727,191.272840
89.114037,91.291916,89.754620,231.679224,770.688724,199.066971
91.120760,89.322912,89.098805,1221.152535,667.621836,204.519350
90.046753,88.365132,88.918180,1257.937474,561.729234,194.886309
89.895054,89.645181,90.561198,1789.234852,344.533353,197.432440
90.756399,89.182274,89.828768,723.786328,502.916405,206.898793
89.277579,89.946023,90.906888,1160.702151,179.291216,200.558454
90.182306,90.509203,89.912097,764.891568,936.453402,205.811595
90.197511,89.670204,90.007583,669.545235,614.969324,197.290344
90.791881,90.986288,90.842934,1037.028694,595.569011,198.999876
88.857412,90.468970,89.249417,1178.143106,658.114404,206.916924
91.257319,90.606936,90.054617,1630.181172,931.312761,207.104265
88.930720,89.318642,89.592777,1105.886209,772.208935,205.098373
90.695016,90.139840,91.050564,1464.160303,153.433806,202.159855
92.154387,90.548234,91.362111,1243.989087,285.554956,195.967730
90.258460,90.552283,91.162972,1196.550742,229.716148,190.319883
90.171355,88.717277,88.817604,865.361824,721.332093,199.254409
87.926676,89.413121,90.667247,1222.785158,901.274837,204.273630
89.291817,88.760510,91.761869,872.188926,262.303620,205.706567
87.777908,89.624113,88.167172,453.556025,182.998391,204.587223
89.670819,90.806801,88.931005,1145.729580,252.728851,203.144915
90.878796,88.685448,90.541156,1111.633628,475.003107,194.781012
90.271036,90.423496,90.075247,368.899635,749.733807,196.768874
89.670123,88.664656,89.715299,1335.149651,254.812677,197.451628
90.748916,88.542587,88.492605,888.957810,641.393533,202.560687
89.694665,88.633257,90.817881,1035.418302,423.276260,197.317132
89.160841,88.357917,88.768363,436.450146,579.437545,202.941683
90.665526,90.784341,88.704164,722.872186,138.722523,196.529076
88.574433,90.147096,91.108988,821.216076,268.827199,190.309907
89.857497,89.926014,90.147612,1312.409354,346.121151,205.123217
89.497185,88.369475,90.173495,1443.250532,169.023169,207.619522
89.155088,89.234175,88.822250,1759.130123,523.886061,200.634206
88.357689,88.439134,89.321527,1808.933399,939.488325,206.642266
89.845282,90.656543,88.332916,139.490644,620.932510,192.915665
90.454053,88.842283,91.329704,464.805450,633.433557,205.940683
88.885793,88.546265,89.633069,1601.873341,482.799757,207.466237
89.877990,89.377235,91.503256,465.652402,364.444822,195.606150
89.182784,89.140639,88.736030,673.316602,639.938570,201.500257
87.649696,89.728351,89.055694,1548.685121,429.621874,194.268341
89.926576,90.310606,88.742943,1545.100771,482.889335,194.384632
92.148940,90.407060,89.464582,1383.057581,636.804433,204.257111
89.986843,90.063918,90.986059,207.427041,399.255933,204.209950
90.070155,90.267094,89.041239,369.190165,953.332455,207.036603
90.015875,90.600949,90.170003,544.254224,274.475403,202.946376
90.470670,91.215485,91.769331,705.738958,335.039019,205.826225
89.303117,89.914177,90.036713,1641.997678,388.680339,194.340966
91.321603,88.641994,90.197030,1373.680234,117.152584,207.364541
90.817875,89.615444,90.692234,249.442566,765.925728,207.265401
90.825385,90.782741,88.891905,987.300737,107.584274,194.370160
89.084182,92.113878,91.389532,601.286370,706.215295,203.050209
87.668936,87.847243,90.800636,1767.052893,791.358571,202.542953
89.251130,89.711101,91.583323,1318.345295,585.021298,203.399977
89.070875,91.493113,88.469393,1612.338179,804.211889,202.771735
89.788125,88.887557,88.474659,1479.726044,125.688161,205.926872
90.559033,89.802856,89.415335,345.269102,150.492537,191.005826
90.451749,90.032720,91.071432,407.518574,337.044261,202.418184
90.794706,88.302918,90.940179,633.726317,685.813147,192.362991
90.416137,88.425785,90.640545,1255.779302,106.648010,192.951016
89.993425,91.477670,91.938369,167.619490,610.527241,192.896232
90.955242,90.104329,89.433927,1387.411415,960.273160,195.555210
91.931439,89.309959,89.797949,746.137299,692.942990,207.620136
89.383424,88.631430,88.211856,465.963006,614.414758,202.964417
90.451257,88.836142,88.300447,614.080884,802.888314,205.264958
92.099512,89.891460,91.616242,1629.725871,922.623374,205.367789
91.220117,90.171229,88.980612,1342.545024,881.742903,207.889205
91.393512,91.597199,88.726482,1225.270646,105.121507,207.964540
89.918809,92.120627,90.003337,1670.954770,902.818031,194.767153
90.581299,89.982407,91.246404,703.725226,876.584706,198.515948
91.079588,87.932496,88.157464,575.726609,322.474636,191.299474
91.595522,90.742779,90.208537,921.376870,572.216538,190.138287
90.032584,88.892520,88.205090,600.714597,668.149837,196.097833
90.585067,90.189834,90.839433,875.884645,162.883571,191.188380
88.731424,90.093001,88.867837,741.675171,295.847775,206.040779
87.183719,90.409663,91.644137,395.223931,751.978636,204.703871
90.177813,88.982485,90.961922,1084.310352,670.460379,194.730096
90.084836,89.385327,89.414048,1459.966084,526.295771,199.678989
89.507482,90.078087,88.667478,1043.164054,531.704588,207.133680
89.850898,91.370726,90.399994,110.048984,499.427042,201.114730
91.395997,90.278612,89.111547,1318.089623,454.892856,191.481880
90.038507,90.468086,88.792585,220.261941,570.401216,197.693993
89.653087,88.766257,90.411267,1149.650345,180.268799,199.635271
89.758871,91.784520,89.045011,1030.682119,555.428517,198.729996
91.151169,90.998366,88.738695,1728.275491,764.064344,197.475235
89.286243,90.628520,88.676076,1091.411278,630.269890,192.289267
89.090383,91.302621,88.322165,117.766347,853.946538,192.953936
90.661574,89.199805,91.412068,1075.474190,542.673939,206.874303
88.402882,92.061344,90.675191,1239.713104,402.632793,197.635036
90.854515,89.739862,91.002797,689.617741,826.409139,197.857244
90.545757,90.008528,90.758615,1365.964626,146.141641,191.560047
89.831514,89.450978,88.745286,315.574101,274.316046,193.199897
91.042264,88.582881,89.455724,1283.686214,273.611519,198.281843
90.813320,91.378268,89.417837,843.525224,797.831761,206.124815
88.384346,90.392549,90.490610,745.085449,686.115957,206.110328
90.462838,88.957218,90.650391,270.796709,700.069682,206.348252
88.975265,90.385534,89.857341,1221.038143,649.017632,202.983125
92.086931,90.895164,90.138138,1788.896856,789.862926,195.695631
90.416621,89.066097,89.274613,1593.462993,325.861476,204.253220
90.814868,90.239333,89.738740,813.856397,849.281507,193.333885
88.597659,92.364576,90.006213,557.903749,245.838201,208.621270
88.950329,91.416560,88.831378,1128.393459,176.519418,205.168056
90.448378,90.052717,88.197492,317.026135,750.450658,198.291236
89.178529,88.798086,91.589668,1790.742031,677.893646,198.320147
90.977838,91.563501,88.509178,932.817077,705.889941,209.865732
90.276267,89.700646,88.312411,871.580147,395.298150,190.715156
90.843291,89.413595,89.061127,1728.213734,722.801472,193.363254
89.748355,89.939423,91.564468,320.867150,324.631322,198.423871
91.408011,91.972585,91.803168,1071.753544,567.669374,201.155359
90.258083,90.916503,89.729978,1778.309365,762.095104,190.318725
90.498927,88.961190,91.332178,1706.671183,549.750285,197.617180
90.206855,89.799618,89.543183,229.301824,755.602013,201.236625
89.010588,91.057822,90.431025,968.566243,282.488379,200.631751
90.816636,89.444581,91.703704,1722.928172,764.260056,198.025725
90.458180,90.578660,91.763411,151.018639,834.821938,199.970025
88.911691,89.550254,88.316922,982.313117,485.903897,195.492031
89.808306,90.497672,90.341110,344.786062,349.353976,198.126765
89.829696,90.080508,89.410845,1582.897031,792.159331,198.698084
90.067412,90.071095,89.775502,1536.710020,655.923862,207.731538
90.485334,89.610583,88.674473,1310.686281,591.845646,195.362858
87.795044,90.815853,91.456975,809.109854,491.941322,194.633185
90.633440,89.884239,89.576416,702.442284,636.855007,193.380508
89.807464,90.682828,91.379598,1326.172583,581.180069,205.578266
89.547966,90.629562,88.268768,503.555978,463.021642,207.047623
92.060375,90.150099,88.610037,942.699250,532.903842,202.338401
88.063631,90.927730,88.830397,1337.924207,461.173434,208.333616
88.393269,91.851104,91.379356,1528.251000,226.812509,205.697302
90.558041,90.771254,89.298027,967.271450,971.015967,205.673240
91.283050,91.559732,90.948863,1030.496032,938.228587,194.918043
90.034981,89.737840,88.107036,1607.684354,938.176223,207.965954
90.641842,90.397310,89.947250,1477.101898,309.432276,208.909675
90.064461,90.564522,88.796293,542.940462,705.853366,192.911531
90.112436,90.742493,90.173550,903.070380,321.946681,190.952450
89.708819,90.199649,88.577282,714.406132,238.738483,194.148254
88.035816,90.944795,89.040876,458.053877,532.172370,203.920047
88.673649,89.814595,89.456451,661.283294,366.644872,194.417007
89.442362,91.601336,88.280781,1441.186041,437.537317,206.543080
90.160342,89.990254,89.500129,1000.387366,147.224501,202.426407
90.375622,89.998414,89.228265,1251.094495,875.278711,193.720343
88.816161,90.070435,88.404352,1277.884710,472.788160,209.661908
89.018507,90.797529,89.579908,1452.925215,113.049658,209.428972
88.530854,91.020834,89.995026,673.400349,582.415266,203.796833
90.770903,89.253013,90.709883,1753.223958,709.187741,203.076020
89.721207,90.394380,88.359692,1314.155110,703.959281,207.432806
90.728230,88.032694,91.552126,872.969849,747.895439,209.374434
88.568416,90.251500,91.421410,1542.899327,928.852247,209.659255
90.115031,89.963073,89.205416,494.930110,198.409414,199.061579
89.279497,92.189392,88.015790,1426.591079,579.436448,201.784116
92.100252,90.038165,89.528987,1333.048806,824.522879,202.522145
91.295217,89.442313,88.816972,1710.287201,381.538972,195.250260
90.306145,90.648455,91.271726,272.036913,869.946960,201.075527
90.506564,89.645979,89.755048,205.557282,252.485483,196.605719
91.393061,91.691783,91.233130,1762.894898,723.439551,197.395423
90.329574,90.559170,89.048232,558.982625,842.053465,197.923511
89.514308,90.552777,88.136244,478.122886,973.754537,193.968038
89.072579,89.580317,91.113042,1383.629147,147.010407,191.947766
89.117324,88.918375,90.916987,1277.333714,717.806863,207.559234
90.342716,89.944659,90.576598,1081.823303,342.634384,203.152785
89.393652,90.725944,89.153509,685.387666,328.984643,197.128488
89.783976,89.802458,90.568836,1098.271750,759.903514,198.135389
90.074886,91.482325,90.063368,644.672296,898.761458,198.016102
91.497595,89.479089,91.446864,996.294041,619.598606,195.279368
90.090409,91.190694,90.920534,1773.106771,349.401684,204.911509
89.059639,88.511644,91.444822,1117.066624,575.558466,192.942380
89.985867,90.097566,91.927181,1186.467145,203.395184,198.268067
91.353076,89.239122,89.981661,855.320829,799.790982,200.624942
91.300839,90.218700,88.046439,1629.229344,151.270633,202.455721
88.860221,90.995810,91.946607,1145.132536,370.023708,203.930736
90.588883,90.253819,89.858378,1064.950252,386.535973,194.892823
88.673301,90.719138,91.029885,1078.318093,678.875495,204.757114
90.603917,89.591056,91.643890,770.245940,238.652742,195.841068
89.869161,92.120184,91.042442,815.311739,126.945456,191.032686
87.886749,89.146713,90.342471,1107.293144,275.743445,191.643948
88.263300,92.370138,91.603873,494.170392,853.190882,195.654168
89.422566,88.362264,91.023201,483.133336,800.726058,199.949613
89.392060,92.339185,89.190164,622.602161,152.150310,193.536993
89.221086,87.713832,89.250129,418.981829,770.064050,198.262652
90.017989,90.307020,88.224493,598.123286,175.082960,195.293621
89.572005,89.888371,88.174107,1759.971059,645.644214,201.582439
88.694299,89.934067,89.132811,1690.213409,880.131071,191.043653
89.257646,90.557087,90.910356,1174.949501,307.050030,196.295391
90.468605,89.870866,90.901214,189.416706,296.060947,191.635060
90.158994,90.555458,90.322161,1017.253501,451.329139,199.315500
88.965148,87.632663,89.728368,1417.010716,616.856380,200.708327
89.459815,89.410008,88.343244,1273.067130,462.796777,200.267203
89.373113,89.333979,91.310146,1257.695110,516.941036,206.617594
90.517410,91.935976,91.644616,1197.711763,237.761238,198.117048
90.471274,90.043331,89.584219,666.839854,596.830874,207.841763
91.464022,88.029342,90.246838,713.887109,933.436463,196.344769
90.169253,90.794585,89.954295,1132.968227,884.014973,209.244075
89.141563,90.304785,90.578527,1205.380069,393.457047,202.241330
90.698346,89.325758,91.504953,1732.899372,527.659366,202.024894
89.665084,89.378192,88.997445,1445.676543,489.275675,207.669538
90.273782,88.965808,90.871226,1588.844149,275.245960,206.033328
90.221848,91.616914,90.928132,295.597684,539.458319,198.634773
88.282428,89.937783,89.876415,274.294302,182.841373,196.858651
91.530012,89.715685,88.014282,953.555643,920.434055,195.136518
90.324549,89.964738,90.316595,1662.069763,702.912862,193.411664
91.447669,90.455241,91.315135,1300.529119,161.817244,198.483412
89.601912,89.413401,88.739567,683.272743,507.359534,198.301418
91.226817,89.784411,91.575587,709.035839,839.333316,202.846553
88.551352,90.428416,88.982919,1541.600941,490.588999,200.450601
90.396411,90.239341,90.894830,921.327311,832.406013,201.458653
90.180511,91.501360,90.913088,243.633931,253.865840,197.768039
90.108590,89.748060,88.223873,372.508527,884.446968,191.138326
89.668941,88.806736,90.551624,621.698002,573.862083,191.634718
90.004990,89.267659,88.724040,392.740880,555.179200,207.155838
89.207484,90.093128,88.107277,465.721030,485.718632,197.263101
91.181133,89.021287,91.751555,1261.814082,912.590578,207.861605
88.868883,91.184866,91.382271,1264.371197,664.608097,205.863017
89.014847,89.326607,88.243315,1030.573152,768.941016,195.472147
91.335775,89.399556,89.738943,1488.313777,314.071661,202.144040
89.458023,89.037236,89.174958,367.893005,842.460871,194.510200
90.502331,90.967759,88.841139,1710.086999,765.570270,194.627899
89.368893,88.990435,91.280389,1478.375648,322.408264,206.743552
90.467087,91.252030,88.283274,1313.689125,180.165612,200.264063
89.932091,88.880610,91.598255,829.528076,334.207495,204.798360
92.245408,90.634894,88.700247,1131.587836,374.331748,198.767119
90.362846,89.198933,90.986478,1018.558023,533.150955,202.017683
89.996340,89.681790,91.500972,466.708937,607.543951,209.654030
90.092138,90.923162,90.266053,507.748996,896.205433,198.134769
90.495515,89.774012,90.141560,751.378725,298.650599,190.161235
89.335944,90.765000,88.898794,580.358587,776.867646,201.322163
89.499151,90.313000,88.498354,436.198057,467.929687,200.669825
89.199876,89.421262,89.850450,309.987038,601.250894,205.029680
90.482785,90.493545,91.954101,168.130652,354.419323,208.363113
89.031942,90.539158,89.756436,1513.137022,167.961927,194.334885
90.140476,91.047066,89.212179,443.479201,968.181074,201.641819
91.299420,89.893506,89.371358,574.581384,830.697480,205.947034
89.465278,90.679500,90.264415,584.235526,868.639810,194.960167
89.815619,89.655623,91.922894,963.762027,703.248255,208.490789
90.575816,89.707374,88.934064,1487.201499,509.265901,201.003434
89.820075,92.095835,88.754384,1363.801224,399.936173,200.768376
90.393601,88.221490,90.227584,111.048237,178.776029,190.824910
88.866281,89.041159,90.189663,432.978656,772.615246,207.786943
89.293218,90.324861,90.303458,936.494716,437.572572,193.077344
89.074610,90.890662,91.987653,317.531726,327.048810,193.016262
90.070032,89.078147,90.050428,519.376393,446.254674,196.211007
89.083588,90.043678,90.007671,179.042102,652.224274,195.418244
89.832348,89.829254,90.284757,1025.685305,871.502627,194.655106
89.891307,89.079243,91.321116,682.206942,560.384270,193.680998
89.312885,91.586860,91.731241,1533.424002,272.943857,199.919525
88.991069,88.415971,90.794004,1775.225370,254.605433,196.037547
90.970983,90.050549,91.125938,224.340139,505.647283,200.159324
89.632417,90.787724,89.954866,508.854154,617.070589,209.347153
91.394319,91.916888,91.853254,998.407720,705.215992,199.809572
88.338168,90.260417,88.887756,606.576207,819.486339,190.675546
89.331672,88.728783,88.595306,183.444155,162.486665,191.788884
91.542725,88.908756,89.714022,1318.226983,666.445771,208.066397
90.026789,90.221672,88.008109,1243.820355,107.144484,198.255898
90.476963,90.903756,91.304804,1216.002035,784.118347,194.420198
90.708072,88.392766,90.461618,177.063699,128.767012,200.140341
89.601007,90.896774,88.252176,1073.379295,181.957348,197.016935
89.936922,87.895708,91.085076,389.237030,761.639986,209.679950
90.671123,90.619083,89.825764,1396.779889,451.103860,198.779430
91.322476,90.162623,91.122829,1285.820733,165.230402,194.400287
88.461655,90.805038,88.543348,1508.967416,293.803402,197.140539
90.338263,89.863306,89.847867,724.410442,713.448395,200.916293
90.041933,89.922509,88.751597,1731.464037,205.282936,191.670485
88.958899,90.774399,90.055352,545.275626,839.248848,204.549329
89.530564,90.137883,89.478481,220.128313,972.858991,209.830442
89.926526,92.532806,91.710739,660.371786,533.979319,205.813294
89.145806,89.365603,90.209195,1681.628024,319.629764,198.248302
90.643178,89.585258,88.739304,1611.337556,140.848882,192.125363
90.829129,90.759259,89.824529,739.220290,714.738441,206.763807
90.939775,89.665649,89.719593,785.998812,571.692764,190.726229
89.876654,91.736678,90.526460,325.194028,758.469776,206.079804
90.275996,90.538296,90.023046,1745.575453,366.847324,195.323114
88.707408,89.990083,90.449102,634.180035,775.285781,209.872958
89.296139,89.219917,88.363266,374.822307,720.920829,206.804856
88.900475,88.939425,89.898850,1225.151438,922.997891,191.726124
89.940812,90.187205,88.326943,868.773275,698.761872,197.703416
90.606395,91.149593,89.664707,1411.663800,280.791970,206.023017
89.226404,88.734591,88.327042,866.018841,677.628709,192.980377
91.395791,89.448057,91.211512,1144.574182,597.658539,191.660176
88.249110,91.434654,90.356376,1640.177675,598.811985,199.504968
91.750084,90.160804,89.478934,726.771656,656.392562,202.124391
89.003821,91.050942,90.276844,106.414243,577.694517,204.048665
89.194544,89.448244,91.870539,1642.074420,891.325123,198.898085
88.677252,89.308628,88.820518,1743.776300,488.296605,194.818565
90.756393,90.728637,90.296623,1083.470258,518.853479,198.613955
90.577030,91.927333,91.471441,140.798035,320.429559,203.841898
89.024149,90.984668,90.757958,501.219625,152.033390,208.062808
89.010726,89.717603,88.128963,969.805263,149.078084,200.771064
88.923033,89.956248,88.727302,1241.339751,146.008437,193.937896
88.947170,90.521347,88.385512,294.860363,126.664824,194.319027
90.708877,89.921529,90.681479,1727.637314,122.257602,204.439430
89.343230,89.382918,88.528289,1219.301651,385.287224,192.379769
88.496217,90.638527,89.848528,1379.801181,960.184429,198.302272
90.719066,90.103467,89.626608,1324.579564,297.048628,206.469959
88.907355,89.358860,88.329222,895.033922,372.981851,201.555552
91.169664,88.961498,90.735728,1539.089149,968.280867,209.915125
89.812248,89.817552,89.338302,538.886070,285.024699,208.897529
90.228685,90.525647,90.398918,762.066172,505.375390,190.181894
90.851610,88.217188,91.160708,811.706338,277.359521,199.369579
90.623126,89.447429,88.716457,292.232357,602.502084,201.871740
90.293876,91.574165,91.063388,451.625484,424.385673,207.246090
89.065401,89.861310,91.168931,455.304271,330.036174,207.315011
89.713123,90.499028,88.192187,1426.339821,686.927145,199.438866
88.277283,89.922240,91.245527,1121.554662,815.802299,206.875977
91.197569,89.863636,91.531145,124.422010,805.516759,202.795954
91.256869,89.984636,91.988782,1483.415382,478.729557,195.282428
89.448220,91.254886,90.173405,1693.339803,974.426654,202.529049
88.403187,89.470901,89.367011,835.061924,840.115485,192.680997
89.248494,90.347653,91.832572,1709.540152,885.163411,208.079725
89.307790,90.935231,91.865743,1380.013576,174.293482,195.043737
90.322574,88.479607,90.299436,956.258929,421.133803,193.163200
89.984549,89.609042,91.761560,1513.818067,558.443461,202.335626
90.671083,89.299844,90.822648,1752.179740,727.786780,193.907133
89.932958,90.893463,88.212015,1271.307466,113.382959,199.222397
90.251068,90.136392,89.316178,1437.840211,180.993027,209.542501
90.301457,89.568743,90.787739,1796.020514,254.781859,205.455659
89.797000,90.346169,91.970798,514.346609,858.788761,205.240874
91.329924,91.788198,89.981001,846.334882,817.884064,195.647220
90.376464,87.912118,90.568629,735.738507,696.734087,197.911005
89.813337,89.461288,89.139419,1673.836276,157.331890,204.739294
90.264625,90.316003,90.149044,1594.551481,786.609588,192.602698
89.163171,90.618174,91.059626,1684.590464,117.023747,202.013594
89.909302,91.130867,90.760664,333.572623,971.872399,202.070778
89.927919,90.295430,91.387343,1455.734227,489.135139,201.033449
92.155978,88.718686,89.639679,1323.591091,152.070698,201.126823
90.875044,89.077256,88.552966,1294.221922,316.484123,193.291143
91.384415,90.695624,89.854493,979.991892,139.736106,199.309991
89.306814,92.392627,88.297954,798.433710,409.970096,196.859974
88.070621,88.799940,88.366720,451.078832,227.737758,190.986370
89.948924,89.286474,89.634044,928.774768,683.002489,204.941926
89.341211,90.815221,91.012796,781.501555,753.496001,204.612879
90.661669,91.150323,89.697385,487.042015,130.318439,194.586254
88.967845,89.720477,88.369885,873.106117,209.434159,209.408731
89.536589,89.044193,89.272922,621.422895,886.325634,193.651586
86.781144,90.424451,91.692371,757.635225,277.743981,208.318537
90.874509,89.645387,89.800164,1096.707634,271.377586,199.596482
90.613346,90.462522,88.929387,547.293465,361.593574,197.423656
89.414860,91.041648,89.165270,147.781657,530.088803,196.338537
91.336128,90.543778,90.994698,733.194087,694.319700,199.790659
90.243810,88.627189,89.639358,1543.004446,508.707394,205.343461
87.606610,88.728889,88.005747,318.641035,476.737830,194.747951
91.918907,88.338743,91.558806,699.292460,952.703346,199.745915
90.029162,91.278526,88.272609,664.502614,291.557593,190.149562
90.460383,88.860011,90.134775,1306.363079,804.368564,190.376389
90.464757,89.410535,91.890994,1635.598879,892.491786,209.551626
88.953254,91.040891,89.550988,1490.626117,661.172044,202.490323
90.954034,89.017980,88.817832,677.080319,438.726075,195.916742
91.206622,89.207081,88.030337,1129.693445,950.896082,209.228367
90.852825,89.109478,91.525989,177.318054,273.643120,198.298006
88.752557,89.404396,89.640294,150.703973,316.382609,203.006726
90.657599,89.719035,88.475300,186.564310,538.493975,194.317960
91.201159,90.992135,88.814070,456.056370,578.792987,207.624036
90.157933,89.941551,90.019534,1399.235097,955.583170,202.168683
88.732357,90.354440,88.777174,1307.827917,754.507193,208.767477
89.621526,89.993082,89.536581,1644.723830,256.706194,205.152156
91.421659,89.729195,89.142426,1119.839646,171.997063,208.557061
90.147839,89.024291,90.782491,1471.128816,611.125862,195.254425
92.254274,89.953260,90.653088,741.700189,222.681737,203.708617
89.359703,89.752856,91.065691,1616.323920,423.041759,197.704032
91.173323,89.033674,88.094363,1418.329827,920.964786,193.484506
88.469585,88.335313,89.551204,645.371470,136.842977,190.080494
90.847439,90.784809,90.404266,1220.609347,105.584902,197.007602
89.558238,90.138352,91.554638,130.744205,966.720137,205.649722
89.384892,90.481646,89.215073,871.509513,902.435959,192.821398
91.258004,88.928991,91.447148,1761.632612,470.381721,196.696030
89.854846,89.410028,89.316434,975.883908,727.216341,198.966891
89.241764,89.209212,88.498956,819.484118,293.564841,200.876841
91.545374,91.431388,89.094702,1279.271099,626.923622,206.802814
90.160208,89.785043,91.394831,1414.947968,706.057525,193.194248
